num_bids,shipping_expenses,timer,winner_modality,winner_num_bids,item_category_encoded,log_bid,log_price,log_winner_expenses,additional_cost_to_win
311,0.0,8,1,30,3,1.415853163361435,2.70805020110221,1.589235205116581,0.7799999999999998
6278,4.99,8,1,44,6,4.1555964382538635,6.111245585427039,2.460443177609626,-52.08
99,1.0,5,0,30,3,0.6931471805599453,1.791759469228055,1.7749523509116738,3.9000000000000004
278,7.99,15,1,36,6,1.332366019094335,4.509760001183433,2.6152036507358583,9.879999999999999
38987,7.99,8,1,1478,6,5.96840060750943,7.804251383528112,5.30395146516513,-189.75
281,1.0,8,1,138,3,1.3402504226184837,2.3978952727983707,2.9927277645336923,16.12
258,1.0,10,1,53,3,1.2781522025001875,4.9486889658772695,2.1849270495258133,5.300000000000001
138,1.0,8,0,33,3,0.8712933659434192,3.044522437723423,1.8389610707123492,3.9000000000000004
891,5.99,10,0,123,6,2.2945529212967815,3.8264651170664994,3.1346242724206097,13.06
1517,1.0,8,1,729,0,2.7837759116303458,6.398594934535208,4.572337028892851,80.59
126,1.0,8,0,31,3,0.8197798314933114,3.713572066704308,1.7967470107390942,3.7600000000000002
35,1.0,8,1,18,3,0.3074846997479606,2.70805020110221,1.4678743481123135,2.98
333,4.99,8,0,6,6,1.4678743481123135,4.02535169073515,1.9125010869241836,2.4300000000000006
26,6.9,8,1,2,6,0.23901690047049992,3.039749158970765,2.0992441689760155,6.890000000000001
473,1.0,10,1,145,0,1.747459210331475,2.3978952727983707,3.0373539482448106,15.110000000000001
10,1.0,8,1,5,3,0.10436001532424277,2.3978952727983707,0.9745596399981308,1.5399999999999998
221,1.0,8,0,33,3,1.169381359556317,3.258096538021482,1.8389610707123492,3.07
58,1.0,10,1,30,3,0.4700036292457355,3.367295829986474,1.7749523509116738,4.300000000000001
782,7.99,8,0,291,6,2.178155014615869,3.32862668882732,3.846310462062765,37.99
87,1.0,8,0,26,3,0.6312717768418579,4.262539022051294,1.682688374173693,3.5
121,1.0,10,0,40,0,0.7975071958841881,2.3978952727983707,1.9740810260220096,4.98
920,1.0,8,1,114,3,2.3233676321765744,4.61512051684126,2.822568654544802,6.609999999999999
112,1.0,5,0,16,3,0.76080582903376,1.791759469228055,1.4060969884160703,1.9400000000000002
22,1.0,5,0,9,3,0.20701416938432612,1.791759469228055,1.1537315878891892,1.94
13,1.0,8,0,5,3,0.1310282624064041,2.7073833121145063,0.9745596399981308,1.5099999999999998
546,1.0,8,1,100,3,1.8671761085128091,4.2626798770413155,2.70805020110221,8.530000000000001
18,5.9,8,1,8,1,0.173953307123438,2.766319109226186,2.0719132752590443,6.75
142,1.0,8,0,3,3,0.8878912573524571,2.772588722239781,0.8712933659434192,-0.040000000000000036
2318,1.0,6,1,62,3,3.185939324621936,4.110873864173311,2.3085671646715933,-14.13
129,1.0,8,1,40,3,0.832909122935104,3.58351893845611,1.9740810260220096,4.9
22,1.0,5,0,11,3,0.20701416938432612,1.791759469228055,1.2325602611778486,2.2
92,1.0,8,0,39,3,0.6575200029167942,2.772588722239781,1.9558604799084813,5.140000000000001
18295,9.9,8,0,128,6,5.214718342671723,6.580500431410533,3.315639493300509,-156.42000000000002
1035,1.0,8,1,97,3,2.4300984132930052,3.9318256327243257,2.681706225762608,3.25
71,1.0,10,1,18,0,0.5423242908253617,1.791759469228055,1.4678743481123135,2.62
1686,1.0,10,1,472,3,2.8831233291713367,5.5254529391317835,4.14883274750617,45.489999999999995
3780,1.0,8,1,1799,0,3.658677945380815,6.2166061010848646,5.463280805795784,197.06
141,1.0,8,0,41,3,0.883767540168595,4.262539022051294,1.9919755158985601,4.91
160,1.0,8,0,11,0,0.9593502213346021,4.61512051684126,1.2325602611778486,0.8200000000000001
44,1.0,10,1,21,3,0.37156355643248307,2.0794415416798357,1.5539252025038417,3.28
128,1.0,8,1,21,3,0.8285518175661483,2.3978952727983707,1.5539252025038417,2.44
158,1.0,7,0,26,0,0.9516578757114464,3.044522437723423,1.682688374173693,2.79
174,1.0,8,0,21,3,1.0116009116784799,3.9318256327243257,1.5539252025038417,1.98
38,5.9,10,1,19,1,0.3293037471426004,2.5572273113676265,2.237513096250331,7.980000000000001
303,1.0,10,0,7,0,1.3962446919730587,4.356708826689592,1.068153081183401,-1.1300000000000001
37,1.0,5,0,2,3,0.32208349916911333,1.791759469228055,0.8153648132841945,0.88
16,1.0,8,1,5,3,0.16551443847757338,2.70805020110221,0.9745596399981308,1.47
346,1.0,8,1,70,3,1.4973884086254776,3.9318256327243257,2.4069451083182885,6.629999999999999
107,9.9,8,1,20,2,0.7323678937132266,4.393213824064446,2.6026896854443837,11.42
174,0.0,8,0,77,3,1.0116009116784799,3.367295829986474,2.3988039507345884,8.26
528,1.0,8,0,12,0,1.8389610707123492,3.9318256327243257,1.269760544863939,-2.73
30,1.0,8,1,15,3,0.27002713721306015,2.3978952727983707,1.3737155789130306,2.64
8877,4.99,8,1,118,6,4.497362233353786,5.673323267171493,3.0601145324832593,-68.45
975,1.0,8,1,455,6,2.3758355547336385,6.089044875446846,4.113329862133181,50.39
297,4.99,8,1,124,6,1.3812818192963463,5.438079308923196,3.096029994869355,18.13
288,1.0,10,1,42,0,1.358409157630355,2.3978952727983707,2.0095554142156695,3.57
338,1.0,8,1,113,3,1.47932922708708,2.3978952727983707,2.8148097376737438,12.299999999999999
91,1.0,8,1,44,3,0.6523251860396903,2.7073833121145063,2.043814364036685,5.800000000000001
116,1.0,10,1,4,3,0.7793248768009976,3.5832411220909393,0.9242589015233319,0.3400000000000001
156,1.0,8,0,43,3,0.9439058989071285,2.70805020110221,2.0268315914075385,5.02
8,1.0,8,0,3,3,0.08617769624105233,2.772588722239781,0.8712933659434192,1.2999999999999998
92,7.99,8,1,36,6,0.6575200029167942,3.32862668882732,2.6152036507358583,11.74
1274,1.0,8,0,350,0,2.6210388241125804,5.525413097700675,3.8607297110405954,33.75
275,1.0,5,0,16,3,1.324418957401803,1.791759469228055,1.4060969884160703,0.3200000000000003
41,1.0,10,0,5,3,0.35065687161316933,3.5832411220909393,0.9745596399981308,1.23
146,0.0,8,1,11,3,0.9042181506398859,2.70805020110221,0.8878912573524571,-0.039999999999999813
2509,1.0,8,1,438,0,3.2623183827110376,5.081404364984463,4.076519977309549,32.830000000000005
568,1.0,8,1,54,3,1.900613874140137,3.044522437723423,2.199444334074532,2.329999999999999
112,1.0,7,1,48,0,0.76080582903376,3.044522437723423,2.1090003439213802,6.1000000000000005
138,1.0,10,1,62,0,0.8712933659434192,2.3978952727983707,2.3085671646715933,7.670000000000001
18,5.9,8,1,3,1,0.173953307123438,2.766319109226186,1.986503546020567,6.1
214,1.0,10,1,104,0,1.1474024528375417,2.3978952727983707,2.7421295147550726,12.37
6,1.0,10,1,3,0,0.06765864847381481,2.3978952727983707,0.8712933659434192,1.3199999999999998
45,1.0,8,1,21,3,0.3784364357202451,2.3978952727983707,1.5539252025038417,3.27
216,1.0,8,1,24,3,1.1537315878891892,2.3978952727983707,1.6331544390514163,1.9500000000000002
65,1.0,8,1,31,3,0.5068176023684519,2.7073833121145063,1.7967470107390942,4.37
92,1.0,10,0,14,3,0.6626879730752367,4.262539022051294,1.340250422618484,1.8800000000000003
45,0.0,8,1,20,3,0.3784364357202451,2.70805020110221,1.2809338454620642,2.14
120,1.0,5,0,9,3,0.7929925155296614,1.791759469228055,1.1537315878891892,0.96
70,1.0,10,1,32,0,0.5364933705145685,2.3978952727983707,1.8180767775454285,4.45
935,1.0,8,1,68,6,2.3389170222414357,4.025173103360802,2.3832429960115,0.47000000000000064
338,1.0,8,1,131,3,1.47932922708708,2.3978952727983707,2.946016681308058,14.64
174,1.0,8,0,43,3,1.0116009116784799,3.58351893845611,2.0268315914075385,4.84
152,1.0,8,0,21,3,0.9282193027394289,4.262539022051294,1.5539252025038417,2.2
922,1.0,8,1,431,6,2.325324579963535,5.993961427306569,4.060960118202517,47.8
386,1.0,8,1,191,6,1.5830939370944985,5.707110264748875,3.2895206644375325,21.959999999999997
161,4.99,8,0,29,6,0.9669838461896731,4.204692619390966,2.278292400425001,7.13
313,1.0,8,1,45,0,1.420695787837223,3.9318256327243257,2.0605135317943173,3.7100000000000004
134,1.0,10,1,39,0,0.8544153281560676,1.791759469228055,1.9558604799084813,4.720000000000001
130,5.99,10,0,59,6,0.8372475245337022,2.833213344056216,2.6851226964585053,12.35
581,1.0,8,1,7,3,1.9198594718553708,3.58351893845611,1.068153081183401,-3.91
206,1.0,10,1,63,0,1.1216775615991057,2.3978952727983707,2.321406847234633,7.119999999999999
559,1.0,10,0,17,3,1.8870696490323797,4.9486889658772695,1.43746264769429,-2.3899999999999997
282,1.0,10,1,58,0,1.3428648031925547,1.791759469228055,2.255493485460195,5.709999999999999
169,1.0,10,1,18,0,0.9932517730102833,2.3978952727983707,1.4678743481123135,1.64
89,1.0,8,0,33,3,0.6418538861723948,2.70805020110221,1.8389610707123492,4.39
71,1.0,10,1,9,3,0.5423242908253617,2.0794415416798357,1.1537315878891892,1.45
43,1.0,7,1,19,0,0.36464311358790924,3.044522437723423,1.4973884086254776,3.0300000000000002
98,1.0,10,1,21,0,0.688134638736401,2.3978952727983707,1.5539252025038417,2.74
1248,3.99,10,1,39,6,2.6019486702196644,3.4011973816621555,2.3085671646715933,-3.4299999999999997
1298,4.99,8,1,75,6,2.63834278867739,4.7535901911063645,2.756205242989257,1.75
1653,1.0,8,1,18,0,2.865053949911875,4.204692619390966,1.4678743481123135,-13.21
216,7.99,8,1,27,6,1.1537315878891892,3.32862668882732,2.5257286443082556,9.33
186,0.0,8,1,14,3,1.0543120297715298,3.367295829986474,1.0367368849500223,-0.050000000000000044
292,7.99,10,0,47,6,1.3686394258811698,4.393213824064446,2.714694743820879,11.17
354,4.99,10,0,24,1,1.5151272329628591,4.023564380161053,2.209372711271867,4.56
102,1.0,10,1,5,3,0.708035793053696,4.262539022051294,0.9745596399981308,0.6199999999999999
120,1.0,5,0,19,3,0.7929925155296614,1.791759469228055,1.4973884086254776,2.2600000000000002
67,1.0,10,1,33,3,0.5187937934151676,3.5832411220909393,1.8389610707123492,4.61
67,1.0,10,1,30,0,0.5187937934151676,2.3978952727983707,1.7749523509116738,4.220000000000001
77,1.0,8,1,10,3,0.5766133643039938,2.7073833121145063,1.1939224684724346,1.5199999999999998
39,1.0,10,1,16,0,0.33647223662121295,2.3978952727983707,1.4060969884160703,2.68
273,1.0,6,1,51,3,1.3190856114264407,4.9486889658772695,2.1552445050953364,4.89
32,0.0,8,1,16,3,0.2851789422336624,2.70805020110221,1.1249295969854831,1.75
53,1.0,10,1,19,3,0.43178241642553783,2.70805020110221,1.4973884086254776,2.93
1086,1.0,8,1,37,3,2.4740142086215764,5.170483995038151,1.9183921201614211,-5.059999999999999
493,7.99,10,1,21,6,1.7817091333745536,4.393213824064446,2.4612967841488667,5.78
13,5.99,8,0,4,6,0.13976194237515868,3.173878458937465,2.0162354657760435,6.359999999999999
199,1.0,8,1,44,3,1.0986122886681098,3.4339872044851463,2.043814364036685,4.720000000000001
627,1.0,8,1,34,0,1.9851308622085946,3.9318256327243257,1.8594181177018698,-0.8600000000000003
487,0.0,8,1,220,3,1.7715567619105355,2.70805020110221,3.3877743613300146,23.720000000000002
560,1.0,8,1,270,0,1.888583653863595,5.525413097700675,3.6136169696133895,30.490000000000002
242,4.99,8,1,21,6,1.2325602611778486,3.5832411220909393,2.1656192379208883,5.290000000000001
2143,1.0,8,0,817,0,3.1112906141882632,5.5254529391317835,4.684073783583557,85.75999999999999
295,1.0,5,0,7,3,1.3762440252663892,1.791759469228055,1.068153081183401,-1.05
115,1.0,8,1,13,3,0.7747271675523681,2.3978952727983707,1.3056264580524357,1.52
386,1.0,8,1,12,6,1.5830939370944985,4.07753744390572,1.269760544863939,-1.31
493,1.0,8,0,30,0,1.7817091333745536,4.394449154672439,1.7749523509116738,-0.040000000000000036
83,1.0,7,1,38,0,0.6097655716208943,3.044522437723423,1.937301774518713,5.1000000000000005
260,1.0,8,0,21,0,1.2837077723447896,4.61512051684126,1.5539252025038417,1.12
19,1.0,8,0,3,3,0.1906203596086497,2.70805020110221,0.8712933659434192,1.18
130,5.9,10,0,15,6,0.8372475245337022,3.039749158970765,2.180417459019838,6.539999999999999
357,1.0,8,1,177,0,1.5216989981260935,3.9318256327243257,3.219275744889528,20.43
11,5.9,8,1,6,1,0.11332868530700317,2.766319109226186,2.038619547159581,6.5600000000000005
67,1.0,10,1,33,0,0.5247285289349821,1.791759469228055,1.8389610707123492,4.6
215,1.0,8,1,80,3,1.1505720275988207,2.3978952727983707,2.517696472610991,9.24
2793,1.0,8,1,3,3,3.3655702040190043,4.110873864173311,0.8712933659434192,-26.56
123,1.0,5,0,15,3,0.8064758658669485,1.791759469228055,1.3737155789130306,1.7100000000000002
130,0.0,8,0,11,3,0.8372475245337022,3.367295829986474,0.8878912573524571,0.1200000000000001
346,1.0,10,0,22,3,1.4973884086254776,4.262539022051294,1.5810384379124023,0.3899999999999997
7189,4.99,10,1,27,1,4.289225803818339,5.298317366548036,2.2512917986064953,-63.41
261,1.0,8,1,26,3,1.2864740258376797,3.044522437723423,1.682688374173693,1.7599999999999998
169,1.0,8,1,41,3,0.9932517730102833,2.70805020110221,1.9919755158985601,4.63
112,1.0,10,1,21,0,0.76080582903376,1.791759469228055,1.5539252025038417,2.59
101,1.0,10,1,12,0,0.7030975114131134,2.3978952727983707,1.269760544863939,1.54
2418,9.9,8,1,1155,6,3.226447090364519,5.966146739123692,5.081714875777208,135.86
33,1.0,8,1,14,3,0.29266961396282004,2.7073833121145063,1.340250422618484,2.4800000000000004
19,1.0,10,0,10,0,0.1906203596086497,1.791759469228055,1.1939224684724346,2.09
589,1.0,8,0,21,6,1.9315214116032138,4.605170185988092,1.5539252025038417,-2.1700000000000004
48,1.0,5,0,23,3,0.3987761199573678,1.791759469228055,1.6074359097634274,3.5
27,1.0,8,1,13,3,0.2468600779315258,2.3978952727983707,1.3056264580524357,2.41
295,7.99,8,1,31,6,1.3762440252663892,4.504244267398131,2.5664866367804233,9.059999999999999
393,1.0,8,1,47,3,1.597365331199831,2.772588722239781,2.093097868127322,3.1700000000000004
354,1.0,8,0,27,0,1.5151272329628591,4.795790545596741,1.706564623164823,0.96
8961,7.99,10,1,619,1,4.50678528406669,7.162397497355718,4.493791598004702,-1.1700000000000017
157,1.0,8,0,39,3,0.9477893989335261,2.7073833121145063,1.9558604799084813,4.49
236,1.0,8,1,39,3,1.2149127443642704,3.58351893845611,1.9558604799084813,3.7
244,1.0,8,0,9,3,1.2383742310432684,3.713572066704308,1.1537315878891892,-0.28000000000000025
96,1.0,8,1,46,3,0.6780335427498971,3.044522437723423,2.0769384114617173,6.010000000000001
612,1.0,8,1,116,3,1.9643112344262046,3.58351893845611,2.837908188360424,9.95
12,1.0,10,1,2,0,0.12221763272424921,1.791759469228055,0.8153648132841945,1.13
189,1.0,8,1,36,3,1.0647107369924282,3.9318256327243257,1.8991179875485542,3.78
86,1.0,5,0,6,3,0.6259384308664953,1.791759469228055,1.0224509277025458,0.91
49,1.0,8,1,24,3,0.4054651081081644,2.70805020110221,1.6331544390514163,3.62
38,1.0,10,1,19,0,0.3293037471426004,1.791759469228055,1.4973884086254776,3.08
131,1.0,8,1,24,3,0.8415671856782186,2.3978952727983707,1.6331544390514163,2.8
467,1.0,10,1,36,3,1.7369512327330598,3.58351893845611,1.8991179875485542,1.0
1247,9.9,10,1,6,6,2.601207105484161,4.290459441148391,2.457877977400081,-1.8000000000000007
180,1.0,7,0,33,0,1.0331844833456545,3.044522437723423,1.8389610707123492,3.48
90,1.0,10,1,41,0,0.6471032420585385,2.3978952727983707,1.9919755158985601,5.42
346,1.0,5,0,29,3,1.4973884086254776,1.791759469228055,1.7526720805200082,1.2999999999999994
192,4.99,8,1,19,6,1.0750024230289759,3.634951112088381,2.135349173618132,5.530000000000001
28,0.0,8,1,15,3,0.26236426446749106,2.70805020110221,1.0818051703517284,1.65
1647,4.99,8,1,18,6,2.8616292890305104,5.25227342804663,2.1198634561787513,-9.159999999999998
9,7.99,10,0,3,6,0.09531017980432487,3.173878458937465,2.238579763018133,8.280000000000001
804,1.0,15,1,32,0,2.2027647577118348,5.017279836814924,1.8180767775454285,-2.8900000000000006
666,1.0,8,1,148,3,2.0373166153791646,2.3978952727983707,3.055886196373738,13.569999999999999
33,1.0,8,1,17,3,0.30010459245033805,2.7073833121145063,1.43746264769429,2.86
308,1.0,10,1,108,0,1.4085449700547104,4.356708826689592,2.7750856024383683,11.95
791,1.0,7,1,17,0,2.188295946591918,3.044522437723423,1.43746264769429,-4.71
134,1.0,10,0,21,3,0.8544153281560676,2.0794415416798357,1.5539252025038417,2.38
1549,9.9,8,1,429,6,2.803360380906535,5.484381909620826,4.199755076629969,50.17
244,9.9,8,0,33,6,1.2383742310432684,5.302807271820889,2.7206373166076814,11.739999999999998
639,1.0,7,0,21,0,2.0014800002101243,3.044522437723423,1.5539252025038417,-2.6700000000000004
167,1.0,8,0,26,0,0.9858167945227653,3.9318256327243257,1.682688374173693,2.7
154,1.0,8,0,53,3,0.9360933591703348,3.58351893845611,2.1849270495258133,6.340000000000001
74,6.9,8,1,34,6,0.5596157879354227,3.039749158970765,2.511223958105374,10.57
83,1.0,8,1,40,3,0.6097655716208943,2.70805020110221,1.9740810260220096,5.36
51,1.0,10,1,25,0,0.41871033485818504,1.791759469228055,1.6582280766035324,3.73
354,1.0,8,1,68,3,1.5151272329628591,2.3978952727983707,2.3832429960115,6.29
24,1.0,5,0,12,3,0.22314355131420976,1.791759469228055,1.269760544863939,2.31
124,1.0,10,0,36,0,0.8109302162163288,2.3978952727983707,1.8991179875485542,4.43
77,5.9,8,0,3,1,0.5766133643039938,2.766319109226186,1.986503546020567,5.51
90,1.0,8,1,29,3,0.6471032420585385,2.3978952727983707,1.7526720805200082,3.8599999999999994
67,7.99,8,1,34,6,0.5247285289349821,3.6082115510464816,2.596000697293587,11.72
101,1.0,10,1,47,0,0.7030975114131134,2.3978952727983707,2.093097868127322,6.09
445,1.0,10,0,32,3,1.6974487897568136,4.262539022051294,1.8180767775454285,0.7000000000000002
852,4.99,10,1,19,1,2.255493485460195,3.711130063048756,2.135349173618132,-1.0799999999999983
4,0.0,8,0,3,3,0.058268908123975775,2.70805020110221,0.3293037471426004,0.33
6,5.99,10,0,3,6,0.06765864847381481,2.833213344056216,1.998773638612381,6.31
782,1.0,8,1,70,3,2.178155014615869,3.258096538021482,2.4069451083182885,2.2699999999999996
23118,9.9,8,0,1546,2,5.447556002014275,6.8033942636573945,5.356020076676326,-20.310000000000002
11,1.0,10,0,2,0,0.11332868530700317,1.791759469228055,0.8153648132841945,1.1400000000000001
164,1.0,5,0,17,3,0.9745596399981308,1.791759469228055,1.43746264769429,1.56
15083,7.99,8,1,91,1,5.022827334861618,6.84587987526405,3.035914063186823,-131.02
64,1.0,7,1,28,0,0.5007752879124893,3.044522437723423,1.7298840655099676,3.9900000000000007
283,4.99,8,0,19,1,1.3454723665996355,3.711130063048756,2.135349173618132,4.620000000000001
45,1.0,10,1,14,0,0.3852624007906449,2.3978952727983707,1.340250422618484,2.3500000000000005
160,1.0,8,0,11,3,0.9593502213346021,2.772588722239781,1.2325602611778486,0.8200000000000001
487,1.0,8,1,216,3,1.7715567619105355,2.3978952727983707,3.403860499081639,24.2
90,1.0,8,0,22,3,0.6471032420585385,2.7073833121145063,1.5810384379124023,2.9499999999999997
288,0.0,8,0,25,3,1.358409157630355,2.70805020110221,1.4469189829363254,0.3599999999999999
105,1.0,8,1,49,3,0.7227059828014898,2.3978952727983707,2.124653884501384,6.3100000000000005
573,1.0,8,1,282,3,1.9080599249242156,2.772588722239781,3.654805473780185,31.919999999999995
1564,1.0,8,1,611,0,2.812410216426453,6.398594934535208,4.39974375547904,64.78
8702,5.99,8,1,4190,7,4.4776776654728145,6.673297967767654,6.3129862943211075,463.6600000000001
121,1.0,10,1,25,3,0.7975071958841881,3.5832411220909393,1.6582280766035324,3.0300000000000002
299,1.0,10,1,3,0,1.3862943611198906,2.3978952727983707,0.8712933659434192,-1.61
118,1.0,8,0,32,3,0.7884573603642702,3.044522437723423,1.8180767775454285,3.96
128,1.0,10,1,11,3,0.8285518175661483,4.262539022051294,1.2325602611778486,1.1400000000000001
39,1.0,7,1,20,0,0.33647223662121295,3.044522437723423,1.5260563034950494,3.2
19,1.0,10,0,4,3,0.1906203596086497,2.0794415416798357,0.9242589015233319,1.31
27,1.0,10,1,14,0,0.25464221837358075,1.791759469228055,1.340250422618484,2.5300000000000002
69,1.0,8,1,35,3,0.5306282510621704,3.58351893845611,1.8794650496471605,4.85
455,7.99,10,0,31,6,1.715598108262491,4.393213824064446,2.5664866367804233,7.46
130,1.0,8,0,24,3,0.8372475245337022,2.70805020110221,1.6331544390514163,2.81
45,1.0,8,0,11,3,0.3852624007906449,2.70805020110221,1.2325602611778486,1.9600000000000002
38,1.0,5,0,18,3,0.3293037471426004,1.791759469228055,1.4678743481123135,2.9499999999999997
24,1.0,10,1,11,0,0.22314355131420976,2.3978952727983707,1.2325602611778486,2.18
157,1.0,10,1,60,0,0.9477893989335261,2.3978952727983707,2.2823823856765264,7.220000000000001
274,1.0,8,1,98,3,1.3217558399823195,2.3978952727983707,2.6905648867611904,10.99
120,1.0,5,0,11,3,0.7929925155296614,1.791759469228055,1.2325602611778486,1.2200000000000002
157,1.0,10,0,77,0,0.9477893989335261,1.791759469228055,2.485739636091892,9.43
409,1.0,5,0,81,3,1.62924053973028,1.791759469228055,2.528125768907977,7.43
556,1.0,10,1,201,0,1.8825138324965192,2.3978952727983707,3.3368366225017656,21.560000000000002
203,1.0,10,0,43,3,1.1118575154181303,4.262539022051294,2.0268315914075385,4.55
80,1.0,8,1,18,3,0.5933268452777344,2.7073833121145063,1.4678743481123135,2.53
574,1.0,8,1,205,3,1.9095425048844386,3.258096538021482,3.3551534431607486,21.9
1421,1.0,8,0,27,0,2.7226103524335397,4.61512051684126,1.706564623164823,-9.71
15,1.0,10,1,5,0,0.14842000511827327,2.3978952727983707,0.9745596399981308,1.49
2479,1.0,8,1,553,6,3.2507620137305224,4.605170185988092,4.302577500800556,48.08
397,0.0,10,1,10,3,1.6054298910365616,3.7612001156935624,0.832909122935104,-2.6799999999999997
88,1.0,10,1,22,3,0.636576829071551,3.58351893845611,1.5810384379124023,2.9699999999999998
559,4.99,10,1,12,1,1.8870696490323797,5.298317366548036,2.0215475632609334,0.9500000000000011
156,7.99,8,1,18,6,0.9439058989071285,3.32862668882732,2.427454075039915,8.76
435,1.0,8,0,10,0,1.6789639750827108,4.61512051684126,1.1939224684724346,-2.0600000000000005
155,0.0,8,0,39,3,0.9400072584914712,3.367295829986474,1.803358605071407,3.5100000000000002
61,1.0,10,1,31,3,0.4824261492442927,3.5832411220909393,1.7967470107390942,4.41
242,7.99,10,1,109,6,1.2325602611778486,3.173878458937465,3.1424266527047946,19.73
118,1.0,10,0,23,3,0.7884573603642702,2.70805020110221,1.6074359097634274,2.79
31,1.0,8,1,16,3,0.2776317365982795,2.7073833121145063,1.4060969884160703,2.7600000000000002
1156,4.99,8,0,35,6,2.531313022602156,4.605170185988092,2.355177543113216,-2.030000000000001
31446,7.99,8,1,1917,1,5.754063590296964,7.265429723253953,5.553734478412542,-57.27000000000004
66,1.0,8,0,2,3,0.5128236264286637,2.3978952727983707,0.8153648132841945,0.59
450,1.0,7,1,125,0,1.7083778602890038,3.044522437723423,2.9041650800285006,12.73
195,1.0,10,0,67,0,1.085189268335969,2.3978952727983707,2.3711778844596574,7.750000000000001
216,6.9,10,0,39,6,1.1537315878891892,3.433664571799657,2.5626389983283526,9.8
122,1.0,8,0,20,3,0.8020015854720274,3.5832411220909393,1.5260563034950494,2.37
100,1.0,5,0,10,3,0.6981347220709844,1.791759469228055,1.1939224684724346,1.2899999999999998
817,1.0,8,1,48,3,2.217027204632399,4.61512051684126,2.1090003439213802,-0.9399999999999995
244,1.0,10,1,39,3,1.2383742310432684,4.262539022051294,1.9558604799084813,3.62
30,1.0,5,0,15,3,0.27002713721306015,1.791759469228055,1.3737155789130306,2.64
77,1.0,10,1,38,0,0.5766133643039938,1.791759469228055,1.937301774518713,5.16
967,1.0,8,1,411,3,2.3683728335320486,3.713572066704308,4.0151209634317135,44.75
486,1.0,8,1,88,3,1.7698546338400052,3.58351893845611,2.5982353350950036,7.569999999999999
108,1.0,10,1,52,3,0.7371640659767197,2.3978952727983707,2.1701959049483,6.67
270,7.99,8,1,33,6,1.3110318766193438,3.32862668882732,2.5862591440482876,9.57
83,5.99,10,0,6,6,0.6097655716208943,2.766319109226186,2.050270164379556,5.930000000000001
42,1.0,7,1,21,0,0.3576744442718159,3.044522437723423,1.5539252025038417,3.3
247,1.0,8,0,57,3,1.247032293786383,3.9318256327243257,2.2417729535972883,5.93
150,5.9,8,1,49,1,0.9202827531436926,2.766319109226186,2.5855058483441162,10.76
27,1.0,10,1,13,3,0.25464221837358075,2.0794415416798357,1.3056264580524357,2.4
99,0.0,8,0,47,3,0.6931471805599453,3.367295829986474,1.9615022438151495,5.11
50,1.0,8,1,24,3,0.412109650826833,2.772588722239781,1.6331544390514163,3.6100000000000003
168,1.0,7,0,76,0,0.9895411936137477,3.044522437723423,2.474856313934499,9.190000000000001
454,1.0,8,1,54,6,1.713797927758343,4.07753744390572,2.199444334074532,3.4699999999999998
56,1.0,8,1,25,3,0.4574248470388754,2.3978952727983707,1.6582280766035324,3.67
53,1.0,10,1,27,3,0.43178241642553783,3.367295829986474,1.706564623164823,3.9699999999999998
170,1.0,8,0,46,3,0.9969486348916096,2.772588722239781,2.0769384114617173,5.2700000000000005
551,4.99,10,1,25,6,1.8748743759385615,4.393213824064446,2.2235418856535927,2.7200000000000006
22,1.0,10,1,9,0,0.20701416938432612,1.791759469228055,1.1537315878891892,1.94
54,1.0,10,1,20,0,0.4382549309311553,2.3978952727983707,1.5260563034950494,3.05
339,1.0,8,1,161,3,1.4816045409242156,2.3978952727983707,3.132446096869813,18.53
484,1.0,8,1,56,0,1.766441661243765,4.394449154672439,2.2278615467981093,3.4300000000000015
2366,4.99,10,1,137,1,3.2055879305412653,3.8897773964808264,3.169685580677429,-0.8699999999999974
138,1.0,10,1,57,0,0.8712933659434192,1.791759469228055,2.2417729535972883,7.0200000000000005
479,1.0,10,1,160,0,1.7578579175523736,2.3978952727983707,3.126760535960395,17.0
26,1.0,5,0,13,3,0.23901690047049992,1.791759469228055,1.3056264580524357,2.42
5193,7.99,8,1,52,6,3.9691591967989552,6.447305862541213,2.7568403652716422,-37.19
1122,1.0,8,1,19,3,2.503891949699081,4.61512051684126,1.4973884086254776,-7.76
256,1.0,8,1,126,3,1.2725655957915476,2.3978952727983707,2.911263116927541,14.809999999999999
127,1.0,8,1,36,3,0.8241754429663494,3.258096538021482,1.8991179875485542,4.3999999999999995
49,1.0,10,1,24,0,0.4054651081081644,2.3978952727983707,1.6331544390514163,3.62
118,0.0,8,0,56,3,0.7884573603642702,2.70805020110221,2.1138429683971682,6.08
66,1.0,7,1,32,0,0.5128236264286637,3.044522437723423,1.8180767775454285,4.49
167,1.0,5,0,8,3,0.9858167945227653,1.791759469228055,1.1118575154181303,0.3600000000000001
124,1.0,8,0,20,3,0.8109302162163288,2.7073833121145063,1.5260563034950494,2.35
96,5.99,10,1,13,6,0.6780335427498971,4.393213824064446,2.1610215286722587,6.71
51,0.0,8,0,16,3,0.41871033485818504,3.367295829986474,1.1249295969854831,1.56
964,1.0,10,0,6,0,2.365559892155434,4.356708826689592,1.0224509277025458,-7.87
131,1.0,10,1,17,0,0.8415671856782186,2.3978952727983707,1.43746264769429,1.89
65726,7.99,8,1,14235,1,6.489615181507706,7.444248649496705,7.528084424292676,1201.27
