num_bids,shipping_expenses,timer,winner_modality,winner_num_bids,item_category_encoded,log_bid,log_price,log_winner_expenses
701,1.0,8,1,210,3,2.081938421878423,2.3978952727983707,3.3775875160230218
479,1.0,8,1,18,3,1.7578579175523736,3.044522437723423,1.4678743481123135
55313,9.9,10,1,363,6,6.3174173624033285,7.52294091807237,4.061993532004442
837,1.0,8,1,370,3,2.238579763018133,3.58351893845611,3.914021008090819
372,1.0,10,1,19,3,1.5539252025038417,3.58351893845611,1.4973884086254776
3186,1.0,10,1,814,3,3.492864570187979,4.9486889658772695,4.680463170023523
400,1.0,6,1,163,3,1.6134299337036377,5.303304908059076,3.1437211512674406
30,1.0,10,1,15,0,0.27002713721306015,1.791759469228055,1.3737155789130306
263,4.99,8,1,28,6,1.2919836816486494,4.393213824064446,2.2648832258100344
21038,4.99,8,1,2014,6,5.353704768627595,6.673297967767654,5.5902777738593805
284,7.99,10,1,64,6,1.3480731482996928,4.393213824064446,2.851284369188118
42,1.0,10,1,20,0,0.3576744442718159,1.791759469228055,1.5260563034950494
93,1.0,5,0,42,3,0.6678293725756554,1.791759469228055,2.0095554142156695
667,1.0,8,1,160,0,2.038619547159581,3.9318256327243257,3.126760535960395
192,1.0,10,1,87,3,1.0750024230289759,2.3978952727983707,2.58851563240702
22,1.0,10,1,10,0,0.2151113796169455,1.791759469228055,1.1939224684724346
135,1.0,10,1,67,0,0.8586616190375187,1.791759469228055,2.3711778844596574
2563,1.0,8,1,465,0,3.2827891506118534,5.081404364984463,4.134366236571586
252,1.0,8,1,73,3,1.2612978709452054,2.70805020110221,2.4414770918606643
45,1.0,10,1,22,0,0.3852624007906449,1.791759469228055,1.5810384379124023
172,1.0,10,0,12,3,1.0043016091968684,3.58351893845611,1.269760544863939
2056,1.0,10,1,129,3,3.0717669598299886,4.262539022051294,2.9322598505984176
3827,4.99,10,1,1223,1,3.670715483486265,4.509760001183433,5.105824254432585
734,1.0,8,1,316,3,2.122261538862764,3.258096538021482,3.7630588522881876
10653,9.9,8,1,4253,1,4.6778628713815325,7.138866999945524,6.334681841736619
760,1.0,8,0,30,3,2.1529243184396396,3.9318256327243257,1.7749523509116738
25528,7.99,8,1,33,1,5.546309615831637,7.057036981697891,2.5862591440482876
322,4.99,10,1,59,1,1.4422019930581866,3.711130063048756,2.614471854142644
494,1.0,8,1,31,0,1.7833912195575383,4.795790545596741,1.7967470107390942
114,0.0,5,0,13,3,0.7701082216960736,4.2626798770413155,0.9895411936137477
908,1.0,8,1,53,3,2.3115448343655176,4.262539022051294,2.1849270495258133
67,1.0,10,1,28,0,0.5187937934151676,1.791759469228055,1.7298840655099676
1456,1.0,8,1,318,0,2.745345985845907,4.204692619390966,3.769075996108213
30460,7.99,8,1,50,6,5.722309779270085,6.957402218871551,2.740194654428777
753,1.0,8,1,324,3,2.1447610078004784,2.772588722239781,3.786913194385302
144,0.0,8,0,18,3,0.8960880245566356,4.2626798770413155,1.205970806988609
27,1.0,10,1,14,0,0.2468600779315258,1.791759469228055,1.340250422618484
927,1.0,8,1,234,6,2.331172549845958,4.025173103360802,3.4787755163075302
87,1.0,10,0,42,0,0.6312717768418579,1.791759469228055,2.0095554142156695
83,1.0,10,1,35,0,0.6097655716208943,2.3978952727983707,1.8794650496471605
242,1.0,6,0,23,3,1.2325602611778486,3.9318256327243257,1.6074359097634274
118,1.0,10,1,57,3,0.7884573603642702,3.5832411220909393,2.2417729535972883
1585,1.0,8,1,8,3,2.8249439525737094,5.170483995038151,1.1118575154181303
54,0.0,8,1,27,3,0.4382549309311553,3.367295829986474,1.506297153514587
665,1.0,10,1,86,3,2.0360119837525,4.2626798770413155,2.578700529074361
320,1.0,8,1,20,3,1.43746264769429,3.58351893845611,1.5260563034950494
1266,4.99,8,1,97,6,2.6152036507358583,3.58351893845611,2.9231615807191558
115,1.0,10,0,23,3,0.7747271675523681,4.262539022051294,1.6074359097634274
83,1.0,8,1,34,3,0.6097655716208943,3.58351893845611,1.8594181177018698
230,1.0,8,0,35,0,1.1969481893889715,3.9318256327243257,1.8794650496471605
3607,1.0,8,0,844,0,3.6130777406976544,6.398594934535208,4.715995741076976
394,4.99,8,1,70,1,1.599387576580599,3.711130063048756,2.7140322727797574
288,1.0,5,0,19,3,1.358409157630355,1.791759469228055,1.4973884086254776
177,4.99,10,0,18,6,1.0224509277025458,3.784189633918261,2.1198634561787513
272,1.0,5,0,32,3,1.3164082336557241,1.791759469228055,1.8180767775454285
118,1.0,8,0,16,3,0.7884573603642702,3.58351893845611,1.4060969884160703
91,5.99,10,1,45,7,0.6523251860396903,3.4339872044851463,2.552565298261815
545,1.0,10,1,162,3,1.8656293177945105,3.5832411220909393,3.138099514840913
282,1.0,8,1,47,3,1.3428648031925547,2.3978952727983707,2.093097868127322
434,1.0,10,1,119,0,1.6770965609079151,4.356708826689592,2.8604851241459652
203,1.0,8,1,14,3,1.1118575154181303,2.3978952727983707,1.340250422618484
1493,1.0,8,0,23,0,2.768831673362069,4.795790545596741,1.6074359097634274
157,1.0,8,0,25,3,0.9477893989335261,3.5832411220909393,1.6582280766035324
65,1.0,8,0,2,3,0.5068176023684519,2.70805020110221,0.8153648132841945
95,1.0,10,1,15,3,0.6729444732424258,4.2626798770413155,1.3737155789130306
241,1.0,10,1,19,0,1.2296405510745139,2.3978952727983707,1.4973884086254776
211,1.0,10,1,68,0,1.1378330018213911,2.3978952727983707,2.3832429960115
544,1.0,8,1,37,3,1.864080130807681,3.044522437723423,1.9183921201614211
1112,4.99,8,1,182,6,2.495681722955959,4.02535169073515,3.3894621254437345
28,1.0,5,0,9,3,0.26236426446749106,1.791759469228055,1.1537315878891892
187,4.9,8,1,33,3,1.0612565021243408,4.948759890378168,2.321406847234633
145,1.0,5,0,59,3,0.9001613499442714,1.791759469228055,2.269028309465203
933,1.0,7,1,26,0,2.336019869080283,3.044522437723423,1.682688374173693
204,1.0,10,1,18,0,1.1151415906193203,3.044522437723423,1.4678743481123135
79,1.0,8,0,1,3,0.5877866649021191,2.3978952727983707,0.7561219797213337
734,0.0,8,1,356,3,2.122261538862764,3.367295829986474,3.856087373097843
920,1.0,10,1,258,0,2.3233676321765744,4.356708826689592,3.570658822726505
301,1.0,8,1,8,3,1.3912819026309298,4.262539022051294,1.1118575154181303
379,1.0,8,1,143,3,1.5686159179138452,2.3978952727983707,3.0248055210396982
90,5.9,8,1,11,1,0.6471032420585385,2.766319109226186,2.1198634561787513
391,1.0,8,0,42,3,1.5933085305042167,4.61512051684126,2.0095554142156695
2388,1.0,8,1,32,3,3.214867803470662,4.9486889658772695,1.8180767775454285
384,1.0,8,1,18,3,1.5789787049493917,3.044522437723423,1.4678743481123135
438,1.0,8,1,32,3,1.6845453849209058,2.3978952727983707,1.8180767775454285
240,1.0,10,1,91,3,1.2267122912954254,4.2626798770413155,2.626840145676667
4700,1.0,8,1,798,3,3.8714093225428488,5.860786223465865,4.660983250807304
295,0.0,8,1,18,3,1.3762440252663892,2.70805020110221,1.205970806988609
918,1.0,8,1,420,6,2.321406847234633,5.398117451625214,4.036008985209137
406,1.0,5,0,26,3,1.623340817603092,1.791759469228055,1.682688374173693
27,1.0,10,1,13,0,0.2468600779315258,2.3978952727983707,1.3056264580524357
154,1.0,10,1,66,0,0.9360933591703348,2.3978952727983707,2.3589654264301534
235,1.0,10,0,13,0,1.2119409739751128,4.356708826689592,1.3056264580524357
2241,1.0,8,1,156,0,3.1535903581695712,4.204692619390966,3.1036894150590832
35,1.0,8,1,17,3,0.3074846997479606,2.7073833121145063,1.43746264769429
4,1.0,10,0,2,3,0.058268908123975775,2.0794415416798357,0.8153648132841945
39,1.0,7,1,20,0,0.33647223662121295,3.044522437723423,1.5260563034950494
366,1.0,8,1,6,3,1.541159071680806,2.7073833121145063,1.0224509277025458
28,1.0,10,1,14,0,0.26236426446749106,2.3978952727983707,1.340250422618484
136,1.0,10,1,10,0,0.8671004876833833,4.356708826689592,1.1939224684724346
2404,1.0,8,1,119,3,3.221272949467922,4.9486889658772695,2.8604851241459652
711,1.0,8,1,220,0,2.0943301541735866,5.081404364984463,3.4210000089583352
1426,1.0,8,1,279,0,2.725890119230541,4.394449154672439,3.644666299437611
655,1.0,8,1,103,6,2.0228711901914416,4.025173103360802,2.733717947850788
169,1.0,10,1,53,0,0.9932517730102833,2.3978952727983707,2.1849270495258133
1122,1.0,8,0,369,0,2.503891949699081,5.525413097700675,3.9114228253561136
126,1.0,8,1,11,3,0.8197798314933114,2.70805020110221,1.2325602611778486
526,1.0,8,1,224,6,1.8357763546448294,5.303304908059076,3.4378506993101907
296,1.0,7,0,72,0,1.3787660946990992,3.044522437723423,2.4300984132930052
38,1.0,8,1,18,3,0.3293037471426004,2.7073833121145063,1.4678743481123135
353,4.99,10,1,24,1,1.5129270120532565,4.023564380161053,2.209372711271867
242,1.0,5,0,44,3,1.2325602611778486,1.791759469228055,2.043814364036685
193,0.0,8,0,32,3,1.0784095813505903,3.367295829986474,1.6409365794934714
285,1.0,8,1,139,3,1.3506671834767394,2.7073833121145063,2.9992261628082466
1975,1.0,8,1,931,0,3.033509637888021,5.525413097700675,4.812428228072077
396,1.0,8,1,97,3,1.6034198401085373,2.3978952727983707,2.681706225762608
11855,7.99,8,1,23,1,4.783818337415737,6.733401891837359,2.4832385926873033
186,1.0,8,0,35,3,1.0543120297715298,2.772588722239781,1.8794650496471605
130,1.0,10,1,8,0,0.8372475245337022,2.3978952727983707,1.1118575154181303
50,1.0,8,1,14,3,0.412109650826833,2.3978952727983707,1.340250422618484
95,1.0,10,1,19,3,0.6729444732424258,4.262539022051294,1.4973884086254776
39,1.0,10,1,17,0,0.3435897043900769,2.3978952727983707,1.43746264769429
1005,1.0,8,0,4,0,2.403334996094189,4.795790545596741,0.9242589015233319
27,5.9,8,1,14,1,0.2468600779315258,2.766319109226186,2.1656192379208883
149,1.0,8,1,72,3,0.9162907318741551,3.258096538021482,2.4300984132930052
1074,7.99,8,1,525,6,2.463853240590168,5.420534999272286,4.346917457560314
113,1.0,10,0,4,0,0.7654678421395714,2.3978952727983707,0.9242589015233319
452,1.0,10,0,90,3,1.7101878155342434,3.9318256327243257,2.617395832834079
5376,1.0,5,0,5,3,4.00314259879563,4.795790545596741,0.9745596399981308
2893,1.0,8,1,20,6,3.3995293245614584,5.303304908059076,1.5260563034950494
464,1.0,8,1,94,3,1.7316555451583497,2.3978952727983707,2.6546494243750947
294,1.0,5,0,13,3,1.3737155789130306,1.791759469228055,1.3056264580524357
212,1.0,8,1,47,3,1.1410330045520618,3.4339872044851463,2.093097868127322
990,1.0,8,1,166,3,2.3896797998449792,3.9318256327243257,3.160398895109225
28,1.0,8,1,2,3,0.26236426446749106,2.3978952727983707,0.8153648132841945
64,3.99,10,0,2,6,0.5007752879124893,3.5234150143864045,1.6582280766035324
303,1.0,10,1,81,0,1.3962446919730587,2.3978952727983707,2.528125768907977
6004,7.99,8,1,2749,1,4.111693200556713,6.966024187106113,5.903616456534786
760,1.0,8,1,187,3,2.1529243184396396,3.58351893845611,3.269949095052201
86,1.0,5,0,17,3,0.6259384308664953,1.791759469228055,1.43746264769429
87144,11.99,5,1,585,4,6.771305345844239,8.03947991910045,4.489085706967289
127,1.0,8,1,8,3,0.8241754429663494,2.772588722239781,1.1118575154181303
3425,4.99,8,0,23,2,3.562749176969724,5.298317366548036,2.194999882314108
357,1.0,8,1,168,3,1.5216989981260935,2.3978952727983707,3.171364842197149
55,1.0,10,1,19,0,0.4510756193602167,2.3978952727983707,1.4973884086254776
161,4.9,10,0,1,6,0.9669838461896731,3.254242968705492,1.7967470107390942
158,0.0,8,0,2,3,0.9516578757114464,3.367295829986474,0.23111172096338664
69,1.0,8,0,24,3,0.5306282510621704,2.3978952727983707,1.6331544390514163
2481,1.0,10,1,873,3,3.2511493854184965,4.262539022051294,4.749183946126996
114,1.0,6,1,57,3,0.7701082216960736,4.262539022051294,2.2417729535972883
111,1.0,10,0,46,0,0.7561219797213337,2.3978952727983707,2.0769384114617173
827,1.0,8,1,67,3,2.2289385528257473,2.3978952727983707,2.3711778844596574
1068,1.0,8,1,498,0,2.458733775483977,3.9318256327243257,4.200804473323228
46,1.0,8,1,23,3,0.3920420877760237,2.3978952727983707,1.6074359097634274
9380,4.99,10,1,19,6,4.551874888929868,5.777652323222656,2.135349173618132
221,1.0,8,1,34,3,1.169381359556317,3.044522437723423,1.8594181177018698
455,1.0,10,0,20,3,1.715598108262491,4.262539022051294,1.5260563034950494
18,1.0,10,1,9,3,0.173953307123438,2.0794415416798357,1.1537315878891892
214,1.0,7,0,63,0,1.1474024528375417,3.044522437723423,2.321406847234633
372,1.0,8,1,58,0,1.5539252025038417,3.9318256327243257,2.255493485460195
208,1.0,6,1,33,3,1.128171090909654,4.262539022051294,1.8389610707123492
7272,7.99,8,1,3608,6,4.300409772001559,6.152732694704104,6.169673492028311
19,1.0,5,0,4,3,0.1906203596086497,1.791759469228055,0.9242589015233319
500,1.0,8,1,151,3,1.7934247485471162,2.3978952727983707,3.0740812399649675
1395,1.0,6,1,33,3,2.7053799725463312,5.017279836814924,1.8389610707123492
16,5.9,8,1,7,1,0.15700374880966475,2.766319109226186,2.0554049638515948
39,1.0,10,1,18,0,0.3435897043900769,2.3978952727983707,1.4678743481123135
1529,1.0,8,1,713,0,2.791165107812717,6.398594934535208,4.550608397995409
274,1.0,8,1,98,3,1.3217558399823195,2.3978952727983707,2.6905648867611904
19,4.99,8,1,8,6,0.1906203596086497,4.248495242049359,1.9501867058225735
511,1.0,7,1,90,0,1.8115620965242347,3.044522437723423,2.617395832834079
80,1.0,10,1,38,3,0.598836501088704,2.0794415416798357,1.937301774518713
118,3.99,10,0,18,6,0.7884573603642702,3.5234150143864045,1.9919755158985601
250,1.0,5,0,28,3,1.2556160374777743,1.791759469228055,1.7298840655099679
2113,1.0,8,1,100,0,3.0973859272804907,4.61512051684126,2.70805020110221
623,1.0,8,1,27,3,1.979621206397625,3.258096538021482,1.706564623164823
42,1.0,8,0,1,3,0.3576744442718159,2.772588722239781,0.7561219797213337
447,7.99,10,1,23,6,1.7011051009599243,4.393213824064446,2.4832385926873033
437,1.0,5,0,50,3,1.682688374173693,4.262539022051294,2.1400661634962708
142,1.0,10,1,45,0,0.8878912573524571,2.3978952727983707,2.0605135317943173
227,1.0,5,0,1,3,1.1878434223960523,1.791759469228055,0.7561219797213337
2604,5.99,8,1,960,6,3.2976870052924907,5.564520407322694,4.881209746655798
19,1.0,10,0,9,0,0.18232155679395465,2.3978952727983707,1.1537315878891892
25,1.0,8,1,13,3,0.23111172096338664,2.3978952727983707,1.3056264580524357
61,5.9,8,1,30,1,0.4824261492442927,2.766319109226186,2.379546134130174
113,1.0,8,0,8,3,0.7654678421395714,2.772588722239781,1.1118575154181303
63,1.0,8,1,29,3,0.49469624183610705,3.044522437723423,1.7526720805200082
1062,1.0,8,1,295,0,2.453587966530573,5.303304908059076,3.6975913947159578
257,4.99,8,1,5,6,1.275362800412609,3.58351893845611,1.8931119634883427
1053,1.0,10,1,236,3,2.4458192610799534,5.5254529391317835,3.486763269991802
41,1.0,10,1,17,0,0.35065687161316933,2.3978952727983707,1.43746264769429
98,1.0,10,1,9,3,0.688134638736401,3.9318256327243257,1.1537315878891892
19838,7.99,6,1,193,1,5.295262705818808,7.177782416195197,3.528710701961115
1070,7.99,10,1,62,6,2.460443177609626,4.393213824064446,2.8361502037295256
1304,1.0,8,1,80,0,2.642622395779755,4.394449154672439,2.517696472610991
86,1.0,8,1,41,3,0.6259384308664953,2.3978952727983707,1.9919755158985601
282,1.0,10,1,133,0,1.3428648031925547,2.3978952727983707,2.9595868269176377
129,4.9,10,0,21,6,0.832909122935104,3.039749158970765,2.155244505095337
453,1.0,8,1,19,3,1.7119945007591924,4.262539022051294,1.4973884086254776
486,1.0,8,1,153,6,1.7698546338400052,4.07753744390572,3.0860299115347716
170,1.0,10,1,21,0,0.9969486348916096,2.3978952727983707,1.5539252025038417
475,1.0,10,1,230,0,1.7509374747078,2.3978952727983707,3.462606009790799
1377,1.0,8,1,245,3,2.6932749155200555,4.262539022051294,3.521938999358284
71,1.0,10,1,33,3,0.5423242908253617,2.0794415416798357,1.8389610707123492
257,1.0,10,1,86,3,1.275362800412609,4.2626798770413155,2.578700529074361
360,1.0,8,0,25,3,1.5282278570085572,3.9318256327243257,1.6582280766035324
361,7.99,10,1,26,6,1.5303947050936475,4.393213824064446,2.5152741864043966
189,1.0,10,0,69,0,1.0647107369924282,2.3978952727983707,2.395164274287139
503,1.0,10,0,40,0,1.7984040119467235,4.356708826689592,1.9740810260220096
31,1.0,10,1,15,0,0.2776317365982795,1.791759469228055,1.3737155789130306
1778,1.0,8,1,375,3,2.9338568698359038,3.713572066704308,3.926911617921897
296,1.0,8,1,14,3,1.3787660946990992,3.258096538021482,1.340250422618484
364,4.99,8,0,45,1,1.536867219599265,3.711130063048756,2.4714836294558595
211,1.0,8,1,51,3,1.1378330018213911,3.258096538021482,2.1552445050953364
57,1.0,7,0,14,0,0.4637340162321401,3.044522437723423,1.340250422618484
325,1.0,5,0,26,3,1.449269160281279,1.791759469228055,1.682688374173693
1093,4.99,10,1,67,6,2.479894107964456,3.828641396489095,2.6878474937846906
479,1.0,8,0,23,3,1.7578579175523736,3.58351893845611,1.6074359097634274
211,1.0,6,0,15,3,1.1378330018213911,4.262539022051294,1.3737155789130306
397,1.0,8,1,63,3,1.6054298910365616,3.258096538021482,2.321406847234633
69,1.0,10,0,31,3,0.5306282510621704,2.70805020110221,1.7967470107390942
976,9.9,8,1,20,2,2.3767644911682972,4.393213824064446,2.6026896854443837
38,1.0,5,0,10,3,0.3293037471426004,1.791759469228055,1.1939224684724346
3016,4.99,8,1,175,6,3.4394560937792455,4.605170185988092,3.358289880650879
255,5.9,8,1,124,1,1.269760544863939,2.766319109226186,3.136363403293737
271,1.0,10,1,11,3,1.3137236682850553,3.367295829986474,1.2325602611778486
1122,4.99,8,1,408,6,2.503891949699081,4.911919321157098,4.078045789252598
184,1.0,10,1,32,0,1.0473189942805592,5.303304908059076,1.8180767775454285
1766,4.99,10,0,15,1,2.9269179575536315,5.298317366548036,2.0719132752590443
808,1.0,8,1,19,3,2.2071749081893874,2.3978952727983707,1.4973884086254776
136,1.0,10,1,15,0,0.8628899551470398,2.3978952727983707,1.3737155789130306
42,1.0,10,1,20,0,0.3576744442718159,1.791759469228055,1.5260563034950494
91,1.0,5,0,23,3,0.6523251860396903,1.791759469228055,1.6074359097634274
477,1.0,8,1,23,0,1.7544036826842861,4.394449154672439,1.6074359097634274
33,0.0,8,0,15,3,0.30010459245033805,2.70805020110221,1.0818051703517284
106,1.0,10,1,37,0,0.7275486072772778,1.791759469228055,1.9183921201614211
73,1.0,6,1,35,0,0.5538851132264376,2.3978952727983707,1.8794650496471605
613,1.0,8,1,56,3,1.965712776351493,4.2626798770413155,2.2278615467981093
444,1.0,7,1,58,0,1.6956156086751528,3.044522437723423,2.255493485460195
1400,4.99,8,1,100,1,2.7087166456453704,3.711130063048756,2.9439125248241944
2431,4.99,6,1,810,6,3.2315945972759756,4.509760001183433,4.712139406985334
218,4.99,10,1,10,1,1.1600209167967532,4.023564380161053,1.986503546020567
586,1.0,10,1,58,0,1.927164106234258,4.356708826689592,2.255493485460195
904,4.99,8,1,430,6,2.307572634505085,5.602118820879701,4.12535861575127
130,1.0,10,1,63,3,0.8372475245337022,2.0794415416798357,2.321406847234633
70,1.0,10,1,23,3,0.5364933705145685,2.0794415416798357,1.6074359097634274
1424,4.99,10,1,610,1,2.7245795030534206,3.8897773964808264,4.4460572143310175
420,1.0,10,1,56,3,1.6505798557652755,4.262539022051294,2.2278615467981093
504,1.0,8,1,240,6,1.80005827204275,5.303304908059076,3.502549875922443
493,1.0,8,1,20,3,1.7817091333745536,3.713572066704308,1.5260563034950494
151,1.0,10,1,9,0,0.9242589015233319,4.356708826689592,1.1537315878891892
38,1.0,8,1,19,3,0.3293037471426004,2.7073833121145063,1.4973884086254776
125,6.9,8,0,14,6,0.8153648132841945,3.039749158970765,2.2741856184723477
666,4.99,8,1,321,6,2.0373166153791646,5.525054453372377,3.8653505972297153
7,1.0,10,1,2,0,0.07696104113612832,1.791759469228055,0.8153648132841945
113,1.0,8,0,46,3,0.7654678421395714,2.7073833121145063,2.0769384114617173
177,0.0,8,0,56,3,1.0224509277025458,3.367295829986474,2.1138429683971682
101,1.0,8,1,21,3,0.7030975114131134,2.3978952727983707,1.5539252025038417
66,1.0,5,0,10,3,0.5128236264286637,1.791759469228055,1.1939224684724346
223,7.99,8,0,20,6,1.1755733298042381,3.32862668882732,2.4501426573516603
32,1.0,10,1,16,0,0.2851789422336624,2.3978952727983707,1.4060969884160703
115,1.0,5,0,5,3,0.7747271675523681,1.791759469228055,0.9745596399981308
278,1.0,8,1,38,3,1.332366019094335,3.258096538021482,1.937301774518713
181,4.99,10,0,8,1,1.0367368849500223,3.711130063048756,1.9501867058225735
135,1.0,10,0,28,3,0.8586616190375187,4.9486889658772695,1.7298840655099676
92,1.0,10,1,45,0,0.6626879730752367,1.791759469228055,2.0605135317943173
323,1.0,5,0,73,3,1.4445632692438664,1.791759469228055,2.4414770918606643
955,4.99,10,1,85,1,2.3570732782781154,4.023564380161053,2.8355635214011694
779,1.0,10,1,12,3,2.174751721484161,4.262539022051294,1.269760544863939
2470,4.99,8,1,1013,6,3.246880021277798,4.605170185988092,4.924932151903284
16970,4.99,8,1,108,1,5.139966210392662,6.580639137284949,2.997231149677727
64,0.0,8,1,30,3,0.5007752879124893,2.70805020110221,1.589235205116581
320,1.0,7,0,73,0,1.43746264769429,3.044522437723423,2.4414770918606643
80,1.0,8,1,39,0,0.598836501088704,3.9318256327243257,1.9558604799084813
216,1.0,6,0,22,0,1.1537315878891892,3.9318256327243257,1.5810384379124023
314,1.0,8,1,7,0,1.423108334242607,3.9318256327243257,1.068153081183401
904,1.0,8,1,425,6,2.307572634505085,5.993961427306569,4.047427642434349
110,1.0,8,1,53,3,0.7466879474879752,4.2626798770413155,2.1849270495258133
31,1.0,10,1,16,3,0.2776317365982795,2.0794415416798357,1.4060969884160703
55,1.0,5,0,6,3,0.4510756193602167,1.791759469228055,1.0224509277025458
810,1.0,6,1,52,3,2.21046980408624,4.2626798770413155,2.1701959049483
316,1.0,8,1,87,6,1.4279160358107101,4.07753744390572,2.58851563240702
50,1.0,10,1,16,0,0.412109650826833,1.791759469228055,1.4060969884160703
217,1.0,8,1,66,3,1.1568811967920856,3.5832411220909393,2.3589654264301534
3575,4.99,6,1,1554,6,3.6044102974874863,5.44198471636045,5.3375861554687365
92,1.0,8,0,39,3,0.6626879730752367,2.70805020110221,1.9558604799084813
368,1.0,8,1,119,3,1.545432582458188,2.3978952727983707,2.8604851241459652
727,7.99,10,1,169,6,2.1138429683971682,4.437934266612178,3.4326960487215263
189,1.0,10,1,32,3,1.0647107369924282,4.9486889658772695,1.8180767775454285
3773,7.99,8,1,1717,6,3.65687265797885,5.598421958998375,5.4475990692637914
43,1.0,10,1,19,0,0.36464311358790924,1.791759469228055,1.4973884086254776
28,1.0,10,1,14,0,0.26236426446749106,2.3978952727983707,1.340250422618484
62,5.99,8,1,28,6,0.48858001481867097,3.173878458937465,2.363680192353857
67,1.0,10,1,28,0,0.5187937934151676,1.791759469228055,1.7298840655099676
74,1.0,8,1,37,0,0.5596157879354227,3.9318256327243257,1.9183921201614211
3524,1.0,6,1,245,3,3.590439381300684,4.2626798770413155,3.521938999358284
291,4.99,8,1,32,6,1.366091653802371,5.075173815233827,2.3174737054877963
138,1.0,10,1,17,0,0.8712933659434192,4.356708826689592,1.43746264769429
303,1.0,8,0,54,3,1.3962446919730587,3.9318256327243257,2.199444334074532
262,1.0,7,1,20,0,1.2892326482767593,3.044522437723423,1.5260563034950494
310,0.0,8,1,22,3,1.4134230285081433,2.70805020110221,1.3506671834767396
66,1.0,8,1,20,3,0.5128236264286637,2.772588722239781,1.5260563034950494
31301,9.9,8,1,160,1,5.749456678147376,7.05617528410041,3.456316680883235
283,1.0,10,1,11,3,1.3454723665996355,4.9486889658772695,1.2325602611778486
1302,5.99,10,1,58,6,2.6411978941143697,4.393213824064446,2.6762154775821916
37,1.0,10,1,19,0,0.32208349916911333,2.3978952727983707,1.4973884086254776
176,1.0,8,0,12,0,1.0188473201992472,4.795790545596741,1.269760544863939
715,1.0,12,1,156,0,2.0992441689760155,4.61512051684126,3.1036894150590832
645,1.0,8,1,13,3,2.0095554142156695,3.9318256327243257,1.3056264580524357
821,1.0,8,1,323,3,2.2213750375685026,3.4339872044851463,3.7839623353606284
103,1.0,10,1,43,3,0.712949807856125,2.0794415416798357,2.0268315914075385
247,1.0,5,0,20,3,1.247032293786383,1.791759469228055,1.5260563034950494
41,1.0,8,0,3,3,0.35065687161316933,2.7073833121145063,0.8712933659434192
799,1.0,8,0,29,0,2.1972245773362196,4.61512051684126,1.7526720805200082
52,1.0,10,1,12,3,0.4252677354043441,2.70805020110221,1.269760544863939
482,1.0,8,1,32,3,1.763017000362401,3.58351893845611,1.8180767775454285
347,7.99,10,1,67,6,1.4996230464268938,4.393213824064446,2.873564639579784
460,1.0,8,1,68,3,1.724550719534605,4.110873864173311,2.3832429960115
171,6.9,10,0,30,6,1.000631880307906,3.433664571799657,2.468099531471619
2236,0.0,5,0,287,3,3.1514531485507664,4.2626798770413155,3.6457109587125576
128,1.0,5,0,19,3,0.8285518175661483,1.791759469228055,1.4973884086254776
1089,1.0,8,1,124,3,2.4765384001174837,3.713572066704308,2.8970163006148333
1198,1.0,10,1,580,0,2.5641798306825083,5.303304908059076,4.3489867805956814
465,1.0,8,1,218,6,1.7334238922150915,5.303304908059076,3.4124669739203863
191,1.0,10,1,55,0,1.0715836162801904,1.791759469228055,2.21375387928743
2497,1.0,8,1,1015,6,3.2577118486533987,6.90875477931522,4.897466595990618
77,1.0,8,1,33,3,0.5766133643039938,2.7073833121145063,1.8389610707123492
101,1.0,8,1,35,3,0.7030975114131134,2.772588722239781,1.8794650496471605
5544,4.99,8,1,2336,4,4.033355290595671,6.194405391104672,5.735507214350442
95,1.0,10,0,3,0,0.6729444732424258,2.3978952727983707,0.8712933659434192
263,1.0,10,0,24,3,1.2919836816486494,4.262539022051294,1.6331544390514163
641,1.0,8,1,107,3,2.004179057179289,4.2626798770413155,2.7669478423496954
70,1.0,10,1,31,3,0.5364933705145685,3.58351893845611,1.7967470107390942
161,1.0,10,1,68,0,0.9631743177730056,1.791759469228055,2.3832429960115
688,1.0,8,0,41,0,2.065596134857783,4.795790545596741,1.9919755158985601
44,1.0,8,1,15,3,0.37156355643248307,2.70805020110221,1.3737155789130306
31,1.0,7,1,16,0,0.2776317365982795,3.044522437723423,1.4060969884160703
780,1.0,10,0,45,3,2.175887439948088,3.713572066704308,2.0605135317943173
308,1.0,10,1,11,3,1.4085449700547104,4.2626798770413155,1.2325602611778486
120,1.0,10,0,49,3,0.7929925155296614,3.5832411220909393,2.124653884501384
1382,1.0,6,0,14,3,2.696652156149841,4.61512051684126,1.340250422618484
133,1.0,5,0,14,3,0.8501509293696101,1.791759469228055,1.340250422618484
591,1.0,8,0,10,0,1.9344157696295783,5.081404364984463,1.1939224684724346
516,1.0,8,1,49,0,1.8196988379172965,3.9318256327243257,2.124653884501384
13,5.9,8,0,7,1,0.13976194237515868,2.766319109226186,2.0554049638515948
22,1.0,10,1,12,0,0.2151113796169455,1.791759469228055,1.269760544863939
89,1.0,10,1,8,3,0.6418538861723948,3.58351893845611,1.1118575154181303
177,7.99,8,1,15,6,1.0224509277025458,3.32862668882732,2.392425796993835
609,1.0,8,0,28,3,1.9600947840472698,3.713572066704308,1.7298840655099676
206,1.0,8,1,45,3,1.1216775615991057,3.4339872044851463,2.0605135317943173
